serial_number,model,location,status,condition
FOC144641WX,HWIC-1T#X05,8.MD.BOX.19,InStock,USEB
FOC18362WUV,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19195LE0,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15175XLW,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC1428120N,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142811B5,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC20134H64,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC181986Q8,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15075VAK,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15175XRG,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191778N5,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142962J2,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC154365QB,HWIC-1T#X04,8.MD.BOX.19,InStock,USEB
FOC15175X9T,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC15175WW2,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14417QAR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC180472XD,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14341G25,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC20223AJA,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17062JGR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17354PJ5,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC153021FC,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154365Q9,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16172S8C,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC20022R6G,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19302VM8,HWIC-1T#X05,8.MD.BOX.19,InStock,USEB
FOC15106AED,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC201760YT,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154365GR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17058G14,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191476WR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16185ES9,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC142810Y2,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC191778MZ,HWIC-1T=,8.MD.BOX.19,InStock,USEB
FOC1914779M,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC19153Q9G,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16373QCA,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC154365DE,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC194786NL,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC17515RAG,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC16185EX9,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC151913L2,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC175220SZ,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC150707HR,HWIC-1T,8.MD.BOX.19,InStock,USEB
FOC14102MK1,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102N0Y,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102MM3,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MES,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MXL,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MTY,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102MQX,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MWV,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC15190K7W,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MYQ,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MZ0,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102NBG,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC13171CXQ,VIC3-4FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102M76,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MZK,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102NDP,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NKF,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MWG,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MUF,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N1C,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102MZ6,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MRY,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MU9,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MM4,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102NGG,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MTX,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MAP,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MY2,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102M4X,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MBZ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NB0,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MSL,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MRK,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MVP,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MZ9,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102MN8,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N0K,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074N0H,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MSC,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102N66,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N9K,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102M9H,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102M4G,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102M8H,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MH4,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MZ7,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MV1,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MUV,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC211582CH,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC18467HVF,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC15324LK0,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC14102M6P,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102NKJ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MT9,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N6Z,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NH0,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MG3,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N3J,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MW6,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MND,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MKJ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NB3,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MYA,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MVW,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MDX,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MV9,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MXK,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N5S,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MU1,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N5Z,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MVH,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NEK,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102NDZ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MV5,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14102N2C,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MXY,VIC3-2FXS/DID=,8.MD.BOX.40,InStock,USEB
FOC14074MTU,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MSJ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC16230V4F,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC19437KEL,VWIC3-2MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC162734Z9,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC17055FW5,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC17055FQ6,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC1909179N,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
28201447,,8.MD.BOX.31,InStock,USEB
FOC18195BGY,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC16345L67,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC19028FD7,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC19103FL4,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC18361SDG,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC153122YF,VWIC2-1MFT-T1/E1=,8.MD.BOX.31,InStock,USEB
FOC18351S91,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC162734GN,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC18479UGL,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC170123B3,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC12220JU1,VWIC2-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
35740427,VWIC-1MFT-E1=,8.MD.BOX.31,InStock,USEB
FOC18479UB7,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC19028ERM,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC13264235,VWIC2-1MFT-T1/E1#VWIC2 1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC20265JZB,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC20110305,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC183806WD,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC202450LM,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,NOB
FOC154216TB,VWIC2-1MFT-T1/E1#VWIC2 1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC18175GGG,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEA
FOC151937FP,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC153446UN,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC17352YM3,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC15152ZP0,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC17352YS9,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC18380681,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC1624622G,VWIC3-1MFT-T1/E1,8.MD.BOX.31,InStock,USEB
FOC17206UE3,VWIC3-1MFT-T1/E1=,8.MD.BOX.31,InStock,USEB
FOC14102N8H,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102M9J,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MXG,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MWV,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MYD,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102ME6,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MJY,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MP8,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074N08,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102NDQ,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102MPA,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14074MS2,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC14102N5X,VIC3-2FXS/DID,8.MD.BOX.40,InStock,USEB
FOC13171D3L,VIC3-4FXS/DID,8.MD.BOX.39,InStock,USEB
FOC13362W8P,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC110559FM,HWIC-2SHDSL,8.md.box.32,InStock,USEB
FOC1450341K,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC14524KJH,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC13362WCT,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC15075XXH,HWIC-4SHDSL,8.md.box.32,InStock,USEB
FOC131337FQ,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC14260HRW,HWIC-4SHDSL=,8.md.box.32,InStock,USEC
FOC161975CJ,HWIC-2SHDSL,8.md.box.32,InStock,USEB
FOC142545HM,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC161975CX,HWIC-2SHDSL,8.md.box.32,InStock,USEB
FOC142545FE,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC13483E7H,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
FOC14073519,HWIC-4SHDSL,8.md.box.32,InStock,USEB
FOC13483EEW,HWIC-4SHDSL=,8.md.box.32,InStock,USEA
20582070,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
33215508,VWIC-2MFT-G703=,8.md.box.33,InStock,USEB
34062979,VWIC-1MFT-G703=,8.md.box.33,InStock,USEB
31788624,VWIC-1MFT-G703=,8.md.box.33,InStock,USEB
FOC13411SKN,VWIC2-2MFT-G703=,8.md.box.33,InStock,USEB
30128822,VWIC-2MFT-G703,8.md.box.33,InStock,USEB
31867004,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC13242H75,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC15506LDC,VWIC2-2MFT-G703,8.md.box.33,InStock,USEA
FOC11362YGA,VWIC2-2MFT-G703,8.md.box.33,InStock,USEB
FOC12460PU8,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC12502SUM,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC13120Z2D,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
21403464,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC122008QZ,VWIC2-1MFT-G703,8.md.box.33,InStock,USEA
FOC13242H98,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC122008UY,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC12381XY0,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
31788461,VWIC-1MFT-G703=,8.md.box.33,InStock,USEB
35025376,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
26697089,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
30128823,VWIC-2MFT-G703,8.md.box.33,InStock,USEB
30128765,VWIC-2MFT-G703,8.md.box.33,InStock,USEB
35893006,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC11045AUU,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC133114YW,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
34968160,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC11045AST,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
24312674,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC11442VNU,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
33041484,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC11442VJ7,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC122008RG,VWIC2-1MFT-G703,8.md.box.33,InStock,USEA
33124481,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
31401115,VWIC-1MFT-G703,8.md.box.33,InStock,USEB
FOC16142F0M,VWIC2-2MFT-G703,8.md.box.33,InStock,USEB
FOC11045AUP,VWIC2-1MFT-G703,8.md.box.33,InStock,USEB
FOC09311UTM,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UWH,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UW1,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445YM,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445YS,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AYK,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC130437L0,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445Y7,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314B16,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AY3,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC125242WC,HWIC-AP-AG-N#HWIC-AP-AG-A,8.MD.BOX.35,InStock,USEB
FOC09311UX1,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09314AYH,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09314AXC,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UVN,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UKV,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09451S8C,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09337HUJ,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UQ9,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09314AXF,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UPJ,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UME,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UQ7,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09314AW5,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311UV5,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09314AVR,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC09311ULT,HWIC AP,8.MD.BOX.35,InStock,USEB
FOC130437K6,HWIC-AP-AG-N=,8.MD.BOX.35,InStock,USEB
FOC09314AVN,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UW0,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AXV,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC11416582,HWIC-AP-AG-B=,8.MD.BOX.35,InStock,USEB
FOC09314AYE,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445YC,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UWA,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AVJ,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445Z1,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09290RK5,HWIC-AP-G-A=#HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UL7,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UQH,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC13210KK9,HWIC-3G-CDMA-S,8.MD.BOX.35,InStock,USEB
FOC093445Y4,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AWJ,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314B0M,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09230ZYC,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UTG,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UV2,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09337HUR,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC093445YG,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UVY,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09314AYV,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC09311UP0,HWIC-AP,8.MD.BOX.35,InStock,USEB
FOC13010TN9,HWIC-4A/S,8.MD.BOX.36,InStock,USEA
FOC11050NUH,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC11393FG7,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC11050P05,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC19461MJR,HWIC-16A,8.MD.BOX.36,InStock,USEB
FOC13020HEB,HWIC-4A/S,8.MD.BOX.36,InStock,USEB
FOC11050NZ1,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC10163YBE,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC11393FPU,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC141737TH,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC122635EL,HWIC-4A/S,8.MD.BOX.36,InStock,USEA
FOC10390JVJ,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC19461MNW,HWIC-16A,8.MD.BOX.36,InStock,USEB
FOC11155A8X,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC14182F34,HWIC-4A/S,8.MD.BOX.36,InStock,USEB
FOC1342490X,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC16111XM1,HWIC-16A,8.MD.BOX.36,InStock,USEB
FOC13391CEM,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC17018HK6,HWIC-16A,8.MD.BOX.36,InStock,USEB
FOC10425M98,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC11050P04,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC11393FL3,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC19344NRD,SM-32A#HWIC-16A,8.MD.BOX.36,InStock,USEB
FOC1141458M,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC19245Y9N,HWIC-16A,8.MD.BOX.36,InStock,USEA
FOC20361CP0,HWIC-16A,8.MD.BOX.36,InStock,USEA
FOC2036AE0R,HWIC-16A,8.MD.BOX.36,InStock,USEA
FOC1927192D,HWIC-16A,8.MD.BOX.36,InStock,USEA
FOC18447GY3,HWIC-4T,8.MD.BOX.36,InStock,USEB
FOC13221G4T,HWIC-4A/S,8.MD.BOX.36,InStock,USEA
FOC14182F9J,HWIC-4A/S,8.MD.BOX.36,InStock,USEB
FOC13020HD2,HWIC-4A/S,8.MD.BOX.36,InStock,USEA
FOC091815EC,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC12200S7D,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC144148H1,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC15344FL9,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC14383LMG,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC08342RQR,WIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC13214MQ3,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC171513H3,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC14200GVB,HWIC-4ESW#EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC15223ZVX,HWIC-4ESW,8.MD.BOX.6,InStock,USEA
FOC17142Q0Q,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC171513ZN,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC08331UY3,WIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC11251P80,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC13382DRD,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC20107B8X,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC09170Q04,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC14383N8U,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC13324XWG,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC12195XGL,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC10361U5T,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC18390E9P,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC11455ER4,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC11272A00,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC11052KL2,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC18521WZL,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC19207XVY,EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC14383L3H,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC09483XHC,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC113856CA,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC1223577S,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC144149BF,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC11240NMU,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC11232GQ4,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC112451AS,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC14383N7D,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC15320UWM,HWIC-4ESW,8.MD.BOX.6,InStock,USEA
FOC14383KX4,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC171513FS,EHWIC-4ESG-RF#EHWIC-4ESG,8.MD.BOX.6,InStock,PART
FOC152110AJ,HWIC-4ESW#EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC15210ZQS,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC110143KP,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC11312ZXC,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC10503GHD,HWIC-4ESW=,8.MD.BOX.6,InStock,USEB
FOC14424XPY,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC14210RPE,HWIC-4ESW#EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
FOC1727693T,EHWIC-3G-HSPA-U,8.MD.BOX.6,InStock,USEB
FOC184041GA,EHWIC-4ESG-P,8.MD.BOX.6,InStock,USEB
FOC11343YKD,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC142961D2,HWIC-4ESW,8.MD.BOX.6,InStock,USEB
FOC11045KN1,HWIC-4ESW#EHWIC-4ESG,8.MD.BOX.6,InStock,USEB
